item_id,name,category,features_json,description,average_rating,num_reviews,launch_date
67,Samsung SleepAnalyzer,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": false, ""battery_life_days"": 8, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Samsung SleepAnalyzer is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.79,120,2025-10-09
68,Whoop HeartRate Monitor Elite,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 11, ""water_resistant"": true, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Whoop HeartRate Monitor Elite is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",2.51,150,2023-11-15
69,Eight Sleep WearableSleep,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 2, ""water_resistant"": true, ""price_range"": "">$400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Eight Sleep WearableSleep is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.72,266,2025-11-22
70,Apple SmartBand Pro,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 13, ""water_resistant"": true, ""price_range"": ""$99-150"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": false}","Apple SmartBand Pro is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.83,51,2025-08-24
71,Oura SleepTracker X,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 13, ""water_resistant"": true, ""price_range"": ""$99-150"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Oura SleepTracker X is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",2.6,310,2025-04-19
72,Fitbit BiometricWatch,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 5, ""water_resistant"": false, ""price_range"": ""$99-150"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Fitbit BiometricWatch is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.06,419,2024-08-19
73,Garmin OuraRing Plus,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 7, ""water_resistant"": true, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Garmin OuraRing Plus is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.39,274,2024-10-29
74,Samsung FitSleep Monitor,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 7, ""water_resistant"": true, ""price_range"": ""$250-400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Samsung FitSleep Monitor is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.17,64,2023-05-21
75,Whoop NightSense Band,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 2, ""water_resistant"": false, ""price_range"": ""$250-400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": false}","Whoop NightSense Band is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.8,90,2024-03-13
76,Eight Sleep WellnessPod,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 7, ""water_resistant"": false, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Eight Sleep WellnessPod is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.88,87,2024-03-05
77,Apple SleepAnalyzer,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": false, ""has_movement"": false, ""battery_life_days"": 11, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Apple SleepAnalyzer is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.58,242,2025-08-11
78,Oura HeartRate Monitor Elite,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 8, ""water_resistant"": false, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Oura HeartRate Monitor Elite is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",2.82,357,2024-12-15
79,Fitbit WearableSleep,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 9, ""water_resistant"": false, ""price_range"": ""$150-250"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Fitbit WearableSleep is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.17,215,2025-08-29
80,Garmin SmartBand Pro,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 3, ""water_resistant"": true, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Garmin SmartBand Pro is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.6,360,2025-08-24
81,Samsung SleepTracker X,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 5, ""water_resistant"": true, ""price_range"": "">$400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Samsung SleepTracker X is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.61,170,2023-05-16
82,Whoop BiometricWatch,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": false, ""battery_life_days"": 13, ""water_resistant"": true, ""price_range"": ""$250-400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": false}","Whoop BiometricWatch is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.82,471,2025-06-28
83,Eight Sleep OuraRing Plus,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 10, ""water_resistant"": true, ""price_range"": ""$99-150"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Eight Sleep OuraRing Plus is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.93,431,2025-05-14
84,Apple FitSleep Monitor,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 8, ""water_resistant"": true, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Apple FitSleep Monitor is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.46,321,2025-07-05
85,Oura NightSense Band,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 8, ""water_resistant"": false, ""price_range"": ""$99-150"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Oura NightSense Band is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.97,467,2024-03-28
86,Fitbit WellnessPod,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": false, ""battery_life_days"": 5, ""water_resistant"": true, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Fitbit WellnessPod is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",2.56,187,2023-07-08
87,Garmin SleepAnalyzer,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 7, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Garmin SleepAnalyzer is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.7,16,2024-11-10
88,Samsung HeartRate Monitor Elite,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 10, ""water_resistant"": true, ""price_range"": "">$400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": false}","Samsung HeartRate Monitor Elite is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.06,41,2025-01-07
89,Whoop WearableSleep,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 9, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Whoop WearableSleep is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.81,270,2024-07-02
90,Eight Sleep SmartBand Pro,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 10, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Eight Sleep SmartBand Pro is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",2.54,157,2023-09-02
91,Apple SleepTracker X,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 4, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Apple SleepTracker X is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.58,386,2025-02-18
92,Oura BiometricWatch,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 6, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Oura BiometricWatch is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.22,232,2025-11-20
93,Fitbit OuraRing Plus,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 9, ""water_resistant"": true, ""price_range"": ""$250-400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": false}","Fitbit OuraRing Plus is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.5,297,2024-10-03
94,Garmin FitSleep Monitor,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 6, ""water_resistant"": false, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Garmin FitSleep Monitor is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.07,396,2025-06-20
